사업장명,인허가일자,영업상태명,폐업일자,위생업태명,소재지도로명주소,소재지지번주소
마코,2003-04-19,폐업,2003-06-24,커피숍,,서울특별시 관악구 신림동 1641-12 지상1층 
버블엔버블티,2002-10-30,폐업,2003-07-22,커피숍,,서울특별시 관악구 신림동 1534-0 지상1층 
내츄라(Natura),2003-05-14,폐업,2003-07-30,커피숍,,서울특별시 관악구 신림동 457-20 지상2층 
명커피숍,2001-12-11,폐업,2003-10-31,커피숍,,서울특별시 관악구 신림동 1424-3 지상2층 
퍼니박스,2004-03-25,폐업,2004-04-08,커피숍,,"서울특별시 관악구 봉천동 701-1 (지상4,5층) "
로즈버드,2002-10-07,폐업,2004-06-15,커피숍,,서울특별시 관악구 신림동 1429-16 지상1층 
자이브,2003-04-08,폐업,2004-09-08,커피숍,,서울특별시 관악구 신림동 1524-0 지상1층 
띠아모,1994-08-19,폐업,2006-01-03,커피숍,,서울특별시 관악구 신림동 1639-26 
(주)아워홈서울대302공학관점,2002-12-03,폐업,2006-07-05,커피숍,,서울특별시 관악구 신림동 산 56-1 302동(제2공학관) 
GS 까폐,2005-07-27,폐업,2007-05-28,커피숍,,서울특별시 관악구 신림동 86-3 청암두산위브지하1층 
HUE space,2005-04-28,폐업,2008-03-24,커피숍,,서울특별시 관악구 신림동 1533-3 1층 
버즈커피,2006-06-08,폐업,2008-03-25,커피숍,,서울특별시 관악구 신림동 1534-2 지상1층 
그를만나러가는길,2007-02-21,폐업,2008-06-09,커피숍,,서울특별시 관악구 신림동 607-9 지상2층 
로또카페,2006-05-12,폐업,2009-05-29,커피숍,,서울특별시 관악구 남현동 1061-18 외 7필지 지상1층 1-A호 
(주)할리스에프앤비 신림점,2004-09-03,폐업,2009-09-30,커피숍,,서울특별시 관악구 신림동 1422-5 르네상스쇼핑몰 지상8층 
데니스커피,2009-11-20,폐업,2010-03-02,커피숍,,서울특별시 관악구 신림동 1451-3 지상1층 
버즈,2007-07-05,폐업,2010-04-09,커피숍,,서울특별시 관악구 봉천동 1658-4 
북카페,2009-05-22,폐업,2010-04-16,커피숍,,서울특별시 관악구 봉천동 1569-4 지상1층 
Take-Tea(테이크 티),2009-05-13,폐업,2010-06-28,커피숍,,서울특별시 관악구 봉천동 862-1 지상10층 
반얀트리,2008-05-22,폐업,2010-07-07,커피숍,,서울특별시 관악구 신림동 1544 1층 
가브리엘,2009-11-23,폐업,2010-09-16,커피숍,,서울특별시 관악구 신림동 1433-127 지상1층 
Cafe Africa,2009-08-26,폐업,2010-11-01,커피숍,,서울특별시 관악구 남현동 1061-18 르메이에르강남타운1층H-1호 
카페 프랜즈,2007-07-13,폐업,2010-11-03,커피숍,,서울특별시 관악구 신림동 1559-0 지상1층 
Denis(데니스),2010-08-30,폐업,2010-11-04,커피숍,,서울특별시 관악구 신림동 1525-4 지상1층 
시애틀,2007-03-12,폐업,2010-11-15,커피숍,,서울특별시 관악구 신림동 1536-15 지상1층 
로즈앤커피(Rose & Coffee),2009-08-06,폐업,2010-12-31,커피숍,,서울특별시 관악구 봉천동 870-13 신원메트로빌1층103호 
bean's crema,2010-12-02,폐업,2011-01-24,커피숍,,서울특별시 관악구 신림동 1536-15 
서울대학교음악대학 북카페 KAG,2009-10-30,폐업,2011-01-31,커피숍,,서울특별시 관악구 신림동 산 56-1 예능관 지상1층 
카페자라(CafeJarrah),2007-11-09,폐업,2011-04-11,커피숍,,"서울특별시 관악구 봉천동 856-1 대우디오슈페이움2단지109,110지상1층 "
반얀트리 coffee,2010-07-08,폐업,2011-04-26,커피숍,,서울특별시 관악구 신림동 1544-0 지상1층 
리빙스퀘어,2010-12-28,폐업,2011-05-23,커피숍,,서울특별시 관악구 신림동 1516-1 
커피마마,2009-04-29,폐업,2011-06-27,커피숍,,서울특별시 관악구 신림동 515-23 지상1층 
미스터로티,2010-06-24,폐업,2011-07-06,커피숍,,서울특별시 관악구 남현동 1059-16 롯데슈퍼내 
이탈리코,2010-08-11,폐업,2011-08-23,커피숍,,서울특별시 관악구 봉천동 729-22 지상6층 관악롯데백화점 
쏘렐라,2010-05-24,폐업,2011-09-06,커피숍,,서울특별시 관악구 봉천동 1666-69 
Cafe CREARE,2011-03-07,폐업,2011-09-26,커피숍,,서울특별시 관악구 봉천동 910-41 
카도쉬카페,2004-12-13,폐업,2011-10-17,커피숍,,서울특별시 관악구 신림동 1480-5 
The만나다,2011-10-12,폐업,2011-10-25,커피숍,,서울특별시 관악구 신림동 409-9 
머피니오,2011-02-14,폐업,2011-10-26,커피숍,,서울특별시 관악구 봉천동 856-5 지상2층 208호
카페 420(caffe 420),2010-11-18,폐업,2011-12-02,커피숍,,서울특별시 관악구 봉천동 1675-7 
cf 커피솝,2010-06-24,폐업,2011-12-13,커피숍,,서울특별시 관악구 신림동 1423-33 
퀸LJ(엘제이),2011-03-08,폐업,2011-12-16,커피숍,,서울특별시 관악구 봉천동 1559-22 
장스빈,2011-05-16,폐업,2012-01-03,커피숍,,서울특별시 관악구 봉천동 1664-16 
올리브,2011-11-24,폐업,2012-01-25,커피숍,"서울특별시 관악구 청림6길 3, 상가동 1층 113호 (봉천동, 푸르지오)",서울특별시 관악구 봉천동 1717-3 푸르지오 상가동 113호
Baen a holic,2010-02-22,폐업,2012-02-02,커피숍,,서울특별시 관악구 신림동 119-11 지상1층 
반디카페,2011-02-08,폐업,2012-02-03,커피숍,,서울특별시 관악구 신림동 1641-2 지하2층 
Cafe Rodem,2009-10-16,폐업,2012-02-06,커피숍,,서울특별시 관악구 봉천동 15-45 지상1층 
빈샌트,2010-02-23,폐업,2012-02-07,커피숍,,서울특별시 관악구 봉천동 862-1 10층10호 에그옐로우 
스모키마운틴,2010-10-14,폐업,2012-02-28,커피숍,,서울특별시 관악구 신림동 105-163 지상1층 
스위트밀,2011-06-29,폐업,2012-04-17,커피숍,,서울특별시 관악구 봉천동 729-33 롯데백화점관악점 지하2층 
알라딘,2011-04-21,폐업,2012-04-20,커피숍,,서울특별시 관악구 신림동 1422-5 (지하1층) 
케익메이드엘리쿠킹,2010-05-11,폐업,2012-05-09,커피숍,,서울특별시 관악구 봉천동 902-18 지상2층 
예강,2011-02-18,폐업,2012-05-30,커피숍,,서울특별시 관악구 봉천동 875-8 (지하1층) 
홈스테이,2011-09-06,폐업,2012-06-15,커피숍,,서울특별시 관악구 봉천동 1562-33 
빈스브라운,2009-05-15,폐업,2012-08-10,커피숍,,서울특별시 관악구 봉천동 702-11 지상1층 
뚜또오케이 낙성대점,2010-05-25,폐업,2012-08-20,커피숍,,서울특별시 관악구 봉천동 1628-13 지상1층 
JoOh,2011-02-18,폐업,2012-09-10,커피숍,,서울특별시 관악구 봉천동 1638-12 
ZOO 커피,2011-11-28,폐업,2012-09-20,커피숍,"서울특별시 관악구 과천대로 947, 2층 (남현동)",서울특별시 관악구 남현동 1061-24 2층 
카페빈스토어,2011-09-14,폐업,2012-10-16,커피숍,,서울특별시 관악구 봉천동 968-4 지상1층 
미니빈,2008-11-17,폐업,2012-10-18,커피숍,"서울특별시 관악구 쑥고개로11길 35, 지상1층 (봉천동)",서울특별시 관악구 봉천동 929-32 지상1층 
밤비노커피숍,2009-07-23,폐업,2012-11-22,커피숍,,서울특별시 관악구 신림동 1476-10 지상1층 
Love Tree,2011-09-23,폐업,2012-12-10,커피숍,,서울특별시 관악구 봉천동 969-34 
뭉클,2012-02-08,폐업,2013-01-11,커피숍,"서울특별시 관악구 신림로17길 53, 지상1층 (신림동)",서울특별시 관악구 신림동 1542-10 지상1층 
촌Tea나는집,2009-07-01,폐업,2013-01-23,커피숍,"서울특별시 관악구 관악로 174, 지상2층 1호 (봉천동)",서울특별시 관악구 봉천동 857-5 지상2층 1호
COMO CHURROS,2012-12-17,폐업,2013-02-19,커피숍,"서울특별시 관악구 봉천로 261-1, 1층 (봉천동)",서울특별시 관악구 봉천동 969-34 
체리베리카페,2004-09-08,폐업,2013-04-05,커피숍,,서울특별시 관악구 신림동 1422-5 지상9층 
자이브,2004-10-18,폐업,2013-04-05,커피숍,,서울특별시 관악구 신림동 1524 
카페루이스 서울대점,2008-05-29,폐업,2013-04-05,커피숍,,서울특별시 관악구 신림동 1517-25 1층 
로티 팜스,2009-08-21,폐업,2013-04-05,커피숍,,서울특별시 관악구 봉천동 862-1 지상10층8호 
Cafe 홍이,2010-02-23,폐업,2013-04-05,커피숍,"서울특별시 관악구 남부순환로 1591 (신림동,지상2층)",서울특별시 관악구 신림동 1433-102 지상2층 
라디오카페,2010-04-15,폐업,2013-04-05,커피숍,,서울특별시 관악구 봉천동 889-1 지상1층 3호 
제이콥스 커피,2010-07-23,폐업,2013-04-05,커피숍,,서울특별시 관악구 봉천동 1522-30 지상1층 금강아미움아파트상가103동A호 
행복나눔커피미션,2011-03-02,폐업,2013-04-05,커피숍,,서울특별시 관악구 봉천동 37-56 
IN,2011-05-20,폐업,2013-04-05,커피숍,,서울특별시 관악구 봉천동 738-10 (102)호
뿌뻬뜨리,2011-07-26,폐업,2013-04-05,커피숍,,서울특별시 관악구 봉천동 1610-24 
가비,2012-10-15,폐업,2013-04-18,커피숍,"서울특별시 관악구 인헌2길 8 (봉천동, 지상1층)",서울특별시 관악구 봉천동 1656-19 
할리스커피 신림녹두점,2006-05-23,폐업,2013-05-06,커피숍,,서울특별시 관악구 신림동 118-3 지상1층 
버징가,2012-04-26,폐업,2013-05-09,커피숍,"서울특별시 관악구 보라매로5길 5, 104호 (봉천동, 보라매우성아파트)",서울특별시 관악구 봉천동 1696 보라매우성아파트 104호
진주버블티,2013-04-12,폐업,2013-06-24,커피숍,"서울특별시 관악구 신림로11길 31, 1층 (신림동)",서울특별시 관악구 신림동 242-37 
오니야 서울대입구역점,2006-09-20,폐업,2013-07-01,커피숍,,"서울특별시 관악구 봉천동 862-1 ,-2,-17,-18 지상1층52호 "
순희와 재주부리는 딸들,2011-07-05,폐업,2013-07-01,커피숍,,서울특별시 관악구 봉천동 468-2 하우젠빌 106호
비올즈,2013-06-26,폐업,2013-07-12,커피숍,"서울특별시 관악구 남부순환로 1919, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1686-11 
민토,2004-01-27,폐업,2013-07-15,커피숍,,서울특별시 관악구 신림동 241-22 
AK보드카페,2012-10-16,폐업,2013-08-12,커피숍,"서울특별시 관악구 대학6길 51 (신림동, 지하1층)",서울특별시 관악구 신림동 1534-7 
저스틴,2009-03-10,폐업,2013-08-22,커피숍,서울특별시 관악구 호암로24길 63 (신림동),서울특별시 관악구 신림동 1518-19 
CAFE&쉼 (본점),2012-05-17,폐업,2013-10-25,커피숍,"서울특별시 관악구 보라매로 62, 상가1동 지상1층 130-1,129-2호 (봉천동)","서울특별시 관악구 봉천동 1698-1 지상1층 상가1동 130-1,129-호"
카페나루,2012-05-21,폐업,2013-10-28,커피숍,"서울특별시 관악구 신림로21길 40, 지상1층 (신림동)",서울특별시 관악구 신림동 1554-2 지상1층 
델트렌(서울대입구지점),2012-08-13,폐업,2013-11-06,커피숍,"서울특별시 관악구 남부순환로 1820 (봉천동, 지상8층 2호)",서울특별시 관악구 봉천동 862-1 
버징가,2013-05-15,폐업,2013-11-26,커피숍,"서울특별시 관악구 보라매로5길 5, 1층 104호 (봉천동, 우성아파트 상가)",서울특별시 관악구 봉천동 1696 
미니빈,2012-10-23,폐업,2013-12-02,커피숍,"서울특별시 관악구 쑥고개로11길 35 (봉천동, 지상1층)",서울특별시 관악구 봉천동 929-32 
저스틴,2010-05-07,폐업,2013-12-09,커피숍,"서울특별시 관악구 관악로 158, 1층 (봉천동, BS타워)",서울특별시 관악구 봉천동 856-6 
milk(밀크),2009-06-30,폐업,2013-12-18,커피숍,"서울특별시 관악구 봉천로 612, 1층 (봉천동)",서울특별시 관악구 봉천동 1634-6 
카페모카,2013-05-02,폐업,2013-12-31,커피숍,"서울특별시 관악구 대학7길 24, 1층 (신림동)",서울특별시 관악구 신림동 243-2 
자이브,2010-08-31,폐업,2014-01-17,커피숍,"서울특별시 관악구 호암로26가길 11, 1층 (신림동)",서울특별시 관악구 신림동 1524 
휴식카페마실,2013-07-22,폐업,2014-03-03,커피숍,"서울특별시 관악구 과천대로 939, 지상1층 1-B호 (남현동)",서울특별시 관악구 남현동 1061-18 102호 
베이커리카페 상,2009-03-19,폐업,2014-03-11,커피숍,"서울특별시 관악구 솔밭로 4, 1층 (봉천동)",서울특별시 관악구 봉천동 1686-7 
쉼터,2009-06-30,폐업,2014-03-21,커피숍,"서울특별시 관악구 조원로 18, 지하1층 (신림동)",서울특별시 관악구 신림동 1654-22 
니아,2012-06-21,폐업,2014-03-25,커피숍,"서울특별시 관악구 청룡1길 2 (봉천동, 관악중앙새마을금고(1층))",서울특별시 관악구 봉천동 895-18 
엔제리너스커피,2007-09-11,폐업,2014-04-07,커피숍,"서울특별시 관악구 봉천로 209, 지하1층 (봉천동, 롯데백화점)",서울특별시 관악구 봉천동 729-22 
CAFF RICH,2013-01-14,폐업,2014-04-09,커피숍,"서울특별시 관악구 신림로64길 25, 지상1층 (신림동)",서울특별시 관악구 신림동 1421-23 
차향기따라,2012-06-13,폐업,2014-05-12,커피숍,서울특별시 관악구 남부순환로153길 53 (신림동),서울특별시 관악구 신림동 513-23 
오페뜨 서울대역점,2011-09-05,폐업,2014-06-05,커피숍,서울특별시 관악구 남부순환로 1861 (봉천동),서울특별시 관악구 봉천동 1673-21 
Cafe Lea,2011-12-06,폐업,2014-06-09,커피숍,"서울특별시 관악구 남부순환로233길 26, 지상1층 (봉천동)",서울특별시 관악구 봉천동 1675-7 지상1층 
(주)원에스쓰리디,2013-06-26,폐업,2014-06-16,커피숍,"서울특별시 관악구 청룡3길 5, 지상1층 (봉천동)",서울특별시 관악구 봉천동 895-13 
마따니아,2011-10-19,폐업,2014-06-26,커피숍,서울특별시 관악구 신림로53가길 30-8 (신림동),서울특별시 관악구 신림동 1634-95 
토프레소(신림사거리점),2011-12-23,폐업,2014-06-30,커피숍,"서울특별시 관악구 남부순환로 1587, 지상2층 (신림동)",서울특별시 관악구 신림동 1433-120 지상2층 
소금별,2013-05-31,폐업,2014-06-30,커피숍,"서울특별시 관악구 조원로13길 53, 1층 (신림동)",서울특별시 관악구 신림동 534-6 
라르고,2011-08-16,폐업,2014-07-04,커피숍,"서울특별시 관악구 대학14길 24, 1층 (신림동)",서울특별시 관악구 신림동 255-50 
드림카페,2011-08-22,폐업,2014-07-09,커피숍,"서울특별시 관악구 은천로25길 69, 101호 (봉천동,삼성프라자)",서울특별시 관악구 봉천동 480-3 삼성프라자 101호
커피이즈(coffee is..),2011-01-04,폐업,2014-07-10,커피숍,"서울특별시 관악구 신림로 80, 지상2층 (신림동)",서울특별시 관악구 신림동 103-128 
참콩다방,2011-06-24,폐업,2014-08-18,커피숍,서울특별시 관악구 서림길 97 (신림동),서울특별시 관악구 신림동 103-107 
커피존,2014-06-16,폐업,2014-08-20,커피숍,"서울특별시 관악구 남부순환로 1956, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1656-1 
커피쿨러,2009-10-30,폐업,2014-08-21,커피숍,"서울특별시 관악구 남부순환로 1933, 1층 (봉천동)",서울특별시 관악구 봉천동 1687-13 
cafe yo(카페요),2011-01-25,폐업,2014-09-03,커피숍,"서울특별시 관악구 신사로 90, 1층 (신림동)",서울특별시 관악구 신림동 518-5 
락스타 휴게음식점,2011-11-21,폐업,2014-10-06,커피숍,"서울특별시 관악구 신원로 38, 4층 (신림동)",서울특별시 관악구 신림동 1637-23 4층 
카페 디아떼 신림점,2013-04-04,폐업,2014-11-03,커피숍,"서울특별시 관악구 신림로68길 9, 2층 (신림동)",서울특별시 관악구 신림동 1425-9 
베네보라매공원점,2009-09-04,폐업,2014-11-04,커피숍,"서울특별시 관악구 봉천로 219, 1~2층 (봉천동)",서울특별시 관악구 봉천동 972-36 
아데나 봉천역점,2012-12-20,폐업,2014-11-28,커피숍,"서울특별시 관악구 봉천로 379, 지상2층 (봉천동)",서울특별시 관악구 봉천동 932-5 
BC 800,2013-01-07,폐업,2014-12-08,커피숍,"서울특별시 관악구 은천로 77, 1층 (봉천동)",서울특별시 관악구 봉천동 622-23 
퍼멘트,2012-03-14,폐업,2014-12-16,커피숍,"서울특별시 관악구 양녕로 24, 1층 (봉천동)",서울특별시 관악구 봉천동 889-7 
커피베이 신림점,2013-08-01,폐업,2014-12-22,커피숍,"서울특별시 관악구 남부순환로 1595, 지상1층 (신림동)",서울특별시 관악구 신림동 1433-88 
칸토뮤직카페,2014-08-04,폐업,2015-01-13,커피숍,"서울특별시 관악구 봉천로 441, 1층 (봉천동)",서울특별시 관악구 봉천동 885-33 
카페지니,2010-07-07,폐업,2015-01-15,커피숍,"서울특별시 관악구 남부순환로214길 40, 1층 (봉천동)",서울특별시 관악구 봉천동 896-28 
그녀의 커피잔,2010-06-07,폐업,2015-02-03,커피숍,"서울특별시 관악구 호암로 599, 1층 (신림동)",서울특별시 관악구 신림동 1526-2 
아마존아사이,2014-10-17,폐업,2015-03-03,커피숍,"서울특별시 관악구 신림로 306, A동 1층 (신림동)",서울특별시 관악구 신림동 1641-26 
캠토,2013-05-29,폐업,2015-03-04,커피숍,"서울특별시 관악구 남부순환로 1820, 지하1층 1057호 (봉천동, 에그옐로우)",서울특별시 관악구 봉천동 862-1 
요거프레소,2010-08-16,폐업,2015-03-09,커피숍,,서울특별시 관악구 봉천동 922-23 지상1-2층 
CAFE&쉼 (성현점),2012-05-17,폐업,2015-03-16,커피숍,"서울특별시 관악구 성현로 10, 지상1층 (봉천동)",서울특별시 관악구 봉천동 1718-5 지상1층 
미루카페,2012-07-17,폐업,2015-03-16,커피숍,"서울특별시 관악구 남부순환로247가길 22, 1층 (봉천동)",서울특별시 관악구 봉천동 1688-106 
Croo:n(크룬),2014-08-22,폐업,2015-03-27,커피숍,"서울특별시 관악구 당곡2길 22, 1층 (봉천동)",서울특별시 관악구 봉천동 691-33 
커피앤브런치,2013-09-12,폐업,2015-04-06,커피숍,"서울특별시 관악구 관악로12길 48, 1층 (봉천동)",서울특별시 관악구 봉천동 1609-4 
알콩이달콩이,2014-11-14,폐업,2015-04-06,커피숍,"서울특별시 관악구 은천로 158, 1층 (봉천동)",서울특별시 관악구 봉천동 41-843 
피자팩토리(서울대 녹두점),2011-02-21,폐업,2015-04-13,커피숍,"서울특별시 관악구 신림로 89 (신림동,(지상1층))",서울특별시 관악구 신림동 238-10 (지상1층) 
